NationalParkName,OBJECTID,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,UNITCODE,EDITDATE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYERROR,INPLACES,GlobalID
Glen Canyon National Recreation Area,59,Rim Trail,,Rim Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,GLCA,2015-04-13T00:00:00.000Z,Unknown,,,,Yes,05f2512a-4133-4db9-8b80-966d67b93c97
Glen Canyon National Recreation Area,60,Grand Bench Trail,Road 279,Grand Bench Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,GLCA,2015-04-13T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,a818892f-4646-4bd6-a94a-2e69fd7e5674
Glen Canyon National Recreation Area,69,White Canyon Trail,Road 657,White Canyon Trail,Park Trail,Existing,,Standard Terra Trail,,Hiker/Pedestrian,GLCA,2015-04-13T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,20a414d2-bb75-491b-ba42-ff8fb3af8648
Golden Spike National Historic Site,1,Chinese Arch,,Chinese Arch,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,GOSP,2015-10-06T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,4cc961dc-c272-42db-aaeb-59e5fb4025b4
Golden Spike National Historic Site,2,Last Cut Trail,,Last Cut Trail,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,GOSP,2015-10-06T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,0cdbd9b9-d103-4fc9-a014-2738c9b7021b
Golden Spike National Historic Site,3,Big Fill Trail,,Big Fill Trail,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,GOSP,2015-10-06T00:00:00.000Z,Unknown,,,,Yes,eebb511b-f458-45fb-a4a2-6c0d137dd86d
Great Smoky Mountains National Park,801,Abrams Falls Trail,,Abrams Falls Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-06-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,802,Alum Cave Trail,,Alum Cave Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2007-11-08T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,803,Anthony Creek Trail,,Anthony Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-09-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,804,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,805,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,806,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,807,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,808,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,809,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,810,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,811,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-11-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,812,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-07-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,813,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,814,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,815,Baskins Creek Trail,,Baskins Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2006-06-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,816,Baskins Creek Trail,,Baskins Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2006-06-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,817,Big Creek Trail,,Big Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,818,Big Creek Trail,,Big Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,819,Bone Valley Trail,,Bone Valley Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,820,Boogerman Trail,,Boogerman Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,821,Bote Mountain Trail,,Bote Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,822,Bote Mountain Trail,,Bote Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,823,Boulevard Trail,,Boulevard Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,824,Brushy Mountain Trail,,Brushy Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,825,Brushy Mountain Trail,,Brushy Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,826,Brushy Mountain Trail,,Brushy Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,827,Brushy Mountain Trail,,Brushy Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2006-02-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,828,Cades Cove Horse Trail,,Cades Cove Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-16T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,829,Cades Cove Horse Trail,,Cades Cove Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-16T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,830,Cades Cove Horse Trail,,Cades Cove Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-16T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,831,Cades Cove Horse Trail,,Cades Cove Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-16T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,832,Cades Cove Horse Trail,,Cades Cove Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-16T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,833,Cades Cove Nature Trail,,Cades Cove Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2006-02-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,834,Caldwell Fork Trail,,Caldwell Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,835,Caldwell Fork Trail,,Caldwell Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,836,Caldwell Fork Trail,,Caldwell Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,837,Camel Gap Trail,,Camel Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,838,Cane Creek Trail,,Cane Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-01-27T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,839,Tritt Cemetery Access Trail,,Tritt Cemetery Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,840,Tritt Cemetery Access Trail,,Tritt Cemetery Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,841,Chestnut Top Trail,,Chestnut Top Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,842,Chimney Tops Trail,,Chimney Tops Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,843,Cooper Road Trail,,Cooper Road Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-02-21T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,844,Cooper Road Trail,,Cooper Road Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-02-21T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,845,Cooper Road Trail,,Cooper Road Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-02-21T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,846,Cove Mountain Trail,,Cove Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,847,Cove Mountain Trail,,Cove Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,848,Crib Gap Trail,,Crib Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,849,Crib Gap Trail,,Crib Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,850,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,851,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,852,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,853,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-11-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,854,Juney Whank Falls Trail,,Juney Whank Falls Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,855,Loop Trail,,Loop Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,856,Deeplow Gap Trail,,Deeplow Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,857,Deeplow Gap Trail,,Deeplow Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,858,Dry Sluice Gap Trail,,Dry Sluice Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,859,Little Dudley Concession Horse Trail,,Little Dudley Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,860,Little Dudley Concession Horse Trail,,Little Dudley Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,861,Little Dudley Concession Horse Trail,,Little Dudley Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,862,Big Dudley Concession Horse Trail,,Big Dudley Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,863,Big Dudley Concession Horse Trail,,Big Dudley Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,864,Duds Branch Concession Horse Trail,,Duds Branch Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,865,Little Dudley Spur Concession Horse Trail,,Little Dudley Spur Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,866,Duds Branch Spur Concession Horse Trail,,Duds Branch Spur Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,867,Big Dudley Concession Horse Trail,,Big Dudley Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,868,Eagle Creek Trail,,Eagle Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,869,Lake Shore Trail low water access,,Lake Shore Trail low water access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,870,Elkmont Nature Trail,,Elkmont Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-02-18T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,871,Finley Cane Trail,,Finley Cane Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,872,Finley Cane Trail,,Finley Cane Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,873,Forney Creek Trail,,Forney Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,874,Forney Creek Trail,,Forney Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-10-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,875,Forney Creek Trail,,Forney Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-10-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,876,Forney Creek Trail,,Forney Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,877,Forney Ridge Trail,,Forney Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,878,Gabes Mountain Trail,,Gabes Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,879,Gabes Mountain Trail,,Gabes Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,880,Gatlinburg Trail,,Gatlinburg Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,881,Gold Mine Trail,,Gold Mine Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,882,Goshen Prong Trail,,Goshen Prong Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,883,Grapeyard Ridge Trail,,Grapeyard Ridge Trail,Park Trail (only),Existing,Native,Unknown,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-31T00:00:00.000Z,Unknown,,
Great Smoky Mountains National Park,884,Grassy Branch Trail,,Grassy Branch Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,
